School Year,NCES LEA ID,LEA,Data Description,Value,Population,Subgroup
2015-2016,5101020,CRAIG CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5101050,CULPEPER CO PBLC SCHS,Homeless Students Enrolled,96,Homeless Students,All Students
2015-2016,5101080,CUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2015-2016,5101110,DANVILLE CITY PBLC SCHS,Homeless Students Enrolled,95,Homeless Students,All Students
2015-2016,5101140,DICKENSON CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5101170,DINWIDDIE CO PBLC SCHS,Homeless Students Enrolled,11,Homeless Students,All Students
2015-2016,5101200,ESSEX CO PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
2015-2016,5101260,FAIRFAX CO PBLC SCHS,Homeless Students Enrolled,2312,Homeless Students,All Students
2015-2016,5101290,FALLS CHURCH CITY PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2015-2016,5101320,FAUQUIER CO PBLC SCHS,Homeless Students Enrolled,283,Homeless Students,All Students
2015-2016,5101350,FLOYD CO PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2015-2016,5101380,FLUVANNA CO PBLC SCHS,Homeless Students Enrolled,53,Homeless Students,All Students
2015-2016,5101410,FRANKLIN CITY PBLC SCHS,Homeless Students Enrolled,38,Homeless Students,All Students
2015-2016,5101440,FRANKLIN CO PBLC SCHS,Homeless Students Enrolled,28,Homeless Students,All Students
2015-2016,5101470,FREDERICK CO PBLC SCHS,Homeless Students Enrolled,162,Homeless Students,All Students
2015-2016,5101510,FREDERICKSBURG CITY PBLC SCHS,Homeless Students Enrolled,147,Homeless Students,All Students
2015-2016,5101560,GALAX CITY PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
2015-2016,5101590,GILES CO PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2015-2016,5101620,GLOUCESTER CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2015-2016,5101650,GOOCHLAND CO PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2015-2016,5101690,GRAYSON CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2015-2016,5101710,GREENE CO PBLC SCHS,Homeless Students Enrolled,65,Homeless Students,All Students
2015-2016,5101740,GREENSVILLE CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2015-2016,5101770,HALIFAX CO PBLC SCHS,Homeless Students Enrolled,30,Homeless Students,All Students
2015-2016,5101800,HAMPTON CITY PBLC SCHS,Homeless Students Enrolled,514,Homeless Students,All Students
2015-2016,5101830,HANOVER CO PBLC SCHS,Homeless Students Enrolled,83,Homeless Students,All Students
2015-2016,5101860,HARRISONBURG CITY PBLC SCHS,Homeless Students Enrolled,127,Homeless Students,All Students
2015-2016,5101890,HENRICO CO PBLC SCHS,Homeless Students Enrolled,826,Homeless Students,All Students
2015-2016,5101920,HENRY CO PBLC SCHS,Homeless Students Enrolled,48,Homeless Students,All Students
2015-2016,5101980,HOPEWELL CITY PBLC SCHS,Homeless Students Enrolled,66,Homeless Students,All Students
2015-2016,5102010,ISLE OF WIGHT CO PBLC SCHS,Homeless Students Enrolled,45,Homeless Students,All Students
2015-2016,5102070,KING AND QUEEN CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5102100,KING GEO CO PBLC SCHS,Homeless Students Enrolled,80,Homeless Students,All Students
2015-2016,5102120,KING WILLIAM CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5102160,LANCASTER CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5102220,LEXINGTON CITY PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2015-2016,5102250,LOUDOUN CO PBLC SCHS,Homeless Students Enrolled,1833,Homeless Students,All Students
2015-2016,5102280,LOUISA CO PBLC SCHS,Homeless Students Enrolled,35,Homeless Students,All Students
2015-2016,5102340,LYNCHBURG CITY PBLC SCHS,Homeless Students Enrolled,176,Homeless Students,All Students
2015-2016,5102360,MANASSAS CITY PBLC SCHS,Homeless Students Enrolled,86,Homeless Students,All Students
2015-2016,5102370,MADISON CO PBLC SCHS,Homeless Students Enrolled,33,Homeless Students,All Students
2015-2016,5102390,MANASSAS PARK CITY PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2015-2016,5102400,MARTINSVILLE CITY PBLC SCHS,Homeless Students Enrolled,58,Homeless Students,All Students
2015-2016,5102430,MATHEWS CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2015-2016,5102460,MECKLENBURG CO PBLC SCHS,Homeless Students Enrolled,11,Homeless Students,All Students
2015-2016,5102490,MIDDLESEX CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2015-2016,5102520,MONTGOMERY CO PBLC SCHS,Homeless Students Enrolled,183,Homeless Students,All Students
2015-2016,5102580,NELSON CO PBLC SCHS,Homeless Students Enrolled,21,Homeless Students,All Students
2015-2016,5102610,NEW KENT CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2015-2016,5102640,NEWPORT NEWS CITY PBLC SCHS,Homeless Students Enrolled,580,Homeless Students,All Students
2015-2016,5102670,NORFOLK CITY PBLC SCHS,Homeless Students Enrolled,572,Homeless Students,All Students
2015-2016,5102710,NORTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,267,Homeless Students,All Students
2015-2016,5102760,NORTON CITY PBLC SCHS,Homeless Students Enrolled,25,Homeless Students,All Students
2015-2016,5102790,NOTTOWAY CO PBLC SCHS,Homeless Students Enrolled,74,Homeless Students,All Students
2015-2016,5102820,ORANGE CO PBLC SCHS,Homeless Students Enrolled,109,Homeless Students,All Students
2015-2016,5102850,PAGE CO PBLC SCHS,Homeless Students Enrolled,84,Homeless Students,All Students
2015-2016,5102880,PATRICK CO PBLC SCHS,Homeless Students Enrolled,49,Homeless Students,All Students
2015-2016,5102910,PETERSBURG CITY PBLC SCHS,Homeless Students Enrolled,339,Homeless Students,All Students
2015-2016,5102940,PITTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2015-2016,5102980,POQUOSON CITY PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2015-2016,5103000,PORTSMOUTH CITY PBLC SCHS,Homeless Students Enrolled,195,Homeless Students,All Students
2015-2016,5103030,POWHATAN CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2015-2016,5103060,PRINCE EDWARD CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5103090,PRINCE GEORGE CO PBLC SCHS,Homeless Students Enrolled,29,Homeless Students,All Students
2015-2016,5103130,PRINCE WILLIAM CO PBLC SCHS,Homeless Students Enrolled,427,Homeless Students,All Students
2015-2016,5103150,PULASKI CO PBLC SCHS,Homeless Students Enrolled,84,Homeless Students,All Students
2015-2016,5103180,RADFORD CITY PBLC SCHS,Homeless Students Enrolled,51,Homeless Students,All Students
2015-2016,5103210,RAPPAHANNOCK CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5103240,RICHMOND CITY PBLC SCHS,Homeless Students Enrolled,1513,Homeless Students,All Students
2015-2016,5103270,RICHMOND CO PBLC SCHS,Homeless Students Enrolled,16,Homeless Students,All Students
2015-2016,5103300,ROANOKE CITY PBLC SCHS,Homeless Students Enrolled,584,Homeless Students,All Students
2015-2016,5103330,ROANOKE CO PBLC SCHS,Homeless Students Enrolled,48,Homeless Students,All Students
2015-2016,5103370,ROCKBRIDGE CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2015-2016,5103390,ROCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,90,Homeless Students,All Students
2015-2016,5103460,SALEM CITY PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2015-2016,5103480,SCOTT CO PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2015-2016,5103510,SHENANDOAH CO PBLC SCHS,Homeless Students Enrolled,66,Homeless Students,All Students
2015-2016,5103520,SMYTH CO PBLC SCHS,Homeless Students Enrolled,18,Homeless Students,All Students
2015-2016,5103600,SOUTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2015-2016,5103640,SPOTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,559,Homeless Students,All Students
2015-2016,5103660,STAFFORD CO PBLC SCHS,Homeless Students Enrolled,439,Homeless Students,All Students
2015-2016,5103690,STAUNTON CITY PBLC SCHS,Homeless Students Enrolled,62,Homeless Students,All Students
2015-2016,5103710,SUFFOLK CITY PBLC SCHS,Homeless Students Enrolled,90,Homeless Students,All Students
2015-2016,5103750,SURRY CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2015-2016,5103780,SUSSEX CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2015-2016,5103810,TAZEWELL CO PBLC SCHS,Homeless Students Enrolled,34,Homeless Students,All Students
2015-2016,5103840,VA BEACH CITY PBLC SCHS,Homeless Students Enrolled,738,Homeless Students,All Students
2015-2016,5103870,WARREN CO PBLC SCHS,Homeless Students Enrolled,55,Homeless Students,All Students
2015-2016,5103900,WASHINGTON CO PBLC SCHS,Homeless Students Enrolled,109,Homeless Students,All Students
2015-2016,5103930,WAYNESBORO CITY PBLC SCHS,Homeless Students Enrolled,82,Homeless Students,All Students
2015-2016,5103950,WEST POINT PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2015-2016,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,Homeless Students Enrolled,413,Homeless Students,All Students
2015-2016,5104050,WINCHESTER CITY PBLC SCHS,Homeless Students Enrolled,241,Homeless Students,All Students
2015-2016,5104080,WISE CO PBLC SCHS,Homeless Students Enrolled,252,Homeless Students,All Students
2015-2016,5104110,WYTHE CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2015-2016,5104150,YORK CO PBLC SCHS,Homeless Students Enrolled,80,Homeless Students,All Students
2016-2017,5100060,ACCOMACK CO PBLC SCHS,Homeless Students Enrolled,263,Homeless Students,All Students
2016-2017,5100090,ALBEMARLE CO PBLC SCHS,Homeless Students Enrolled,249,Homeless Students,All Students
2016-2017,5100120,ALEXANDRIA CITY PBLC SCHS,Homeless Students Enrolled,142,Homeless Students,All Students
2016-2017,5100152,ALLEGHANY CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2016-2017,5100210,AMHERST CO PBLC SCHS,Homeless Students Enrolled,78,Homeless Students,All Students
2016-2017,5100240,APPOMATTOX CO PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2016-2017,5100270,ARLINGTON CO PBLC SCHS,Homeless Students Enrolled,204,Homeless Students,All Students
2016-2017,5100300,AUGUSTA CO PBLC SCHS,Homeless Students Enrolled,110,Homeless Students,All Students
2016-2017,5100360,BEDFORD CO PBLC SCHS,Homeless Students Enrolled,67,Homeless Students,All Students
2016-2017,5100390,BLAND CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2016-2017,5100420,BOTETOURT CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2016-2017,5100450,BRISTOL CITY PBLC SCHS,Homeless Students Enrolled,85,Homeless Students,All Students
2016-2017,5100480,BRUNSWICK CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2016-2017,5100540,BUCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
2016-2017,5100560,BUENA VISTA CITY PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2016-2017,5100600,CAMPBELL CO PBLC SCHS,Homeless Students Enrolled,113,Homeless Students,All Students
2016-2017,5100660,CAROLINE CO PBLC SCHS,Homeless Students Enrolled,87,Homeless Students,All Students
2016-2017,5100690,CARROLL CO PBLC SCHS,Homeless Students Enrolled,40,Homeless Students,All Students
2016-2017,5100720,CHARLES CITY CO PBLC SCHS,Homeless Students Enrolled,26,Homeless Students,All Students
2016-2017,5100750,CHARLOTTE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2016-2017,5100780,CHARLOTTESVILLE CTY PBLC SCHS,Homeless Students Enrolled,99,Homeless Students,All Students
2016-2017,5100810,CHESAPEAKE CITY PBLC SCHS,Homeless Students Enrolled,245,Homeless Students,All Students
2016-2017,5100840,CHESTERFIELD CO PBLC SCHS,Homeless Students Enrolled,715,Homeless Students,All Students
2016-2017,5100870,CLARKE CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2016-2017,5100930,COLONIAL BEACH PBLC SCHS,Homeless Students Enrolled,45,Homeless Students,All Students
2016-2017,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,Homeless Students Enrolled,33,Homeless Students,All Students
2016-2017,5100990,COVINGTON CITY PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2016-2017,5101050,CULPEPER CO PBLC SCHS,Homeless Students Enrolled,97,Homeless Students,All Students
2016-2017,5101110,DANVILLE CITY PBLC SCHS,Homeless Students Enrolled,77,Homeless Students,All Students
2016-2017,5101140,DICKENSON CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2016-2017,5101170,DINWIDDIE CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2016-2017,5101200,ESSEX CO PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2016-2017,5101260,FAIRFAX CO PBLC SCHS,Homeless Students Enrolled,3257,Homeless Students,All Students
2016-2017,5101290,FALLS CHURCH CITY PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2016-2017,5101320,FAUQUIER CO PBLC SCHS,Homeless Students Enrolled,308,Homeless Students,All Students
2016-2017,5101350,FLOYD CO PBLC SCHS,Homeless Students Enrolled,16,Homeless Students,All Students
2016-2017,5101380,FLUVANNA CO PBLC SCHS,Homeless Students Enrolled,53,Homeless Students,All Students
2016-2017,5101410,FRANKLIN CITY PBLC SCHS,Homeless Students Enrolled,56,Homeless Students,All Students
2016-2017,5101440,FRANKLIN CO PBLC SCHS,Homeless Students Enrolled,22,Homeless Students,All Students
2016-2017,5101470,FREDERICK CO PBLC SCHS,Homeless Students Enrolled,187,Homeless Students,All Students
2016-2017,5101510,FREDERICKSBURG CITY PBLC SCHS,Homeless Students Enrolled,183,Homeless Students,All Students
2016-2017,5101560,GALAX CITY PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
2016-2017,5101590,GILES CO PBLC SCHS,Homeless Students Enrolled,24,Homeless Students,All Students
2016-2017,5101620,GLOUCESTER CO PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2016-2017,5101650,GOOCHLAND CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2016-2017,5101690,GRAYSON CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2016-2017,5101710,GREENE CO PBLC SCHS,Homeless Students Enrolled,72,Homeless Students,All Students
2016-2017,5101740,GREENSVILLE CO PBLC SCHS,Homeless Students Enrolled,41,Homeless Students,All Students
2016-2017,5101770,HALIFAX CO PBLC SCHS,Homeless Students Enrolled,39,Homeless Students,All Students
2016-2017,5101800,HAMPTON CITY PBLC SCHS,Homeless Students Enrolled,538,Homeless Students,All Students
2016-2017,5101830,HANOVER CO PBLC SCHS,Homeless Students Enrolled,44,Homeless Students,All Students
2016-2017,5101860,HARRISONBURG CITY PBLC SCHS,Homeless Students Enrolled,102,Homeless Students,All Students
2016-2017,5101890,HENRICO CO PBLC SCHS,Homeless Students Enrolled,986,Homeless Students,All Students
2016-2017,5101920,HENRY CO PBLC SCHS,Homeless Students Enrolled,65,Homeless Students,All Students
2016-2017,5101980,HOPEWELL CITY PBLC SCHS,Homeless Students Enrolled,71,Homeless Students,All Students
2016-2017,5102010,ISLE OF WIGHT CO PBLC SCHS,Homeless Students Enrolled,59,Homeless Students,All Students
2016-2017,5102070,KING AND QUEEN CO PBLC SCHS,Homeless Students Enrolled,12,Homeless Students,All Students
2016-2017,5102100,KING GEO CO PBLC SCHS,Homeless Students Enrolled,58,Homeless Students,All Students
2016-2017,5102120,KING WILLIAM CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2016-2017,5102160,LANCASTER CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2016-2017,5102190,LEE CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2016-2017,5102220,LEXINGTON CITY PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2016-2017,5102250,LOUDOUN CO PBLC SCHS,Homeless Students Enrolled,2286,Homeless Students,All Students
2016-2017,5102280,LOUISA CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2016-2017,5102310,LUNENBURG CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2016-2017,5102340,LYNCHBURG CITY PBLC SCHS,Homeless Students Enrolled,184,Homeless Students,All Students
2016-2017,5102360,MANASSAS CITY PBLC SCHS,Homeless Students Enrolled,104,Homeless Students,All Students
2016-2017,5102370,MADISON CO PBLC SCHS,Homeless Students Enrolled,29,Homeless Students,All Students
2016-2017,5102390,MANASSAS PARK CITY PBLC SCHS,Homeless Students Enrolled,55,Homeless Students,All Students
2016-2017,5102400,MARTINSVILLE CITY PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2016-2017,5102430,MATHEWS CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2016-2017,5102460,MECKLENBURG CO PBLC SCHS,Homeless Students Enrolled,14,Homeless Students,All Students
2016-2017,5102490,MIDDLESEX CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2016-2017,5102520,MONTGOMERY CO PBLC SCHS,Homeless Students Enrolled,187,Homeless Students,All Students
2016-2017,5102580,NELSON CO PBLC SCHS,Homeless Students Enrolled,28,Homeless Students,All Students
2016-2017,5102610,NEW KENT CO PBLC SCHS,Homeless Students Enrolled,37,Homeless Students,All Students
2016-2017,5102640,NEWPORT NEWS CITY PBLC SCHS,Homeless Students Enrolled,622,Homeless Students,All Students
2016-2017,5102670,NORFOLK CITY PBLC SCHS,Homeless Students Enrolled,710,Homeless Students,All Students
2016-2017,5102710,NORTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,260,Homeless Students,All Students
2016-2017,5102730,NORTHUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,6,Homeless Students,All Students
2016-2017,5102760,NORTON CITY PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2016-2017,5102790,NOTTOWAY CO PBLC SCHS,Homeless Students Enrolled,38,Homeless Students,All Students
2016-2017,5102820,ORANGE CO PBLC SCHS,Homeless Students Enrolled,116,Homeless Students,All Students
2016-2017,5102850,PAGE CO PBLC SCHS,Homeless Students Enrolled,68,Homeless Students,All Students
2016-2017,5102880,PATRICK CO PBLC SCHS,Homeless Students Enrolled,61,Homeless Students,All Students
2016-2017,5102910,PETERSBURG CITY PBLC SCHS,Homeless Students Enrolled,299,Homeless Students,All Students
2016-2017,5102940,PITTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,26,Homeless Students,All Students
2016-2017,5102980,POQUOSON CITY PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2016-2017,5103000,PORTSMOUTH CITY PBLC SCHS,Homeless Students Enrolled,266,Homeless Students,All Students
2016-2017,5103030,POWHATAN CO PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2016-2017,5103060,PRINCE EDWARD CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2016-2017,5103090,PRINCE GEORGE CO PBLC SCHS,Homeless Students Enrolled,17,Homeless Students,All Students
2016-2017,5103130,PRINCE WILLIAM CO PBLC SCHS,Homeless Students Enrolled,456,Homeless Students,All Students
2016-2017,5103150,PULASKI CO PBLC SCHS,Homeless Students Enrolled,86,Homeless Students,All Students
2016-2017,5103180,RADFORD CITY PBLC SCHS,Homeless Students Enrolled,52,Homeless Students,All Students
2016-2017,5103210,RAPPAHANNOCK CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2016-2017,5103240,RICHMOND CITY PBLC SCHS,Homeless Students Enrolled,1394,Homeless Students,All Students
2016-2017,5103270,RICHMOND CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2016-2017,5103300,ROANOKE CITY PBLC SCHS,Homeless Students Enrolled,488,Homeless Students,All Students
2016-2017,5103330,ROANOKE CO PBLC SCHS,Homeless Students Enrolled,50,Homeless Students,All Students
2016-2017,5103370,ROCKBRIDGE CO PBLC SCHS,Homeless Students Enrolled,4,Homeless Students,All Students
2016-2017,5103390,ROCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,86,Homeless Students,All Students
2016-2017,5103420,RUSSELL CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2016-2017,5103460,SALEM CITY PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2016-2017,5103480,SCOTT CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2016-2017,5103510,SHENANDOAH CO PBLC SCHS,Homeless Students Enrolled,56,Homeless Students,All Students
2016-2017,5103520,SMYTH CO PBLC SCHS,Homeless Students Enrolled,8,Homeless Students,All Students
2016-2017,5103600,SOUTHAMPTON CO PBLC SCHS,Homeless Students Enrolled,26,Homeless Students,All Students
2016-2017,5103640,SPOTSYLVANIA CO PBLC SCHS,Homeless Students Enrolled,573,Homeless Students,All Students
2016-2017,5103660,STAFFORD CO PBLC SCHS,Homeless Students Enrolled,424,Homeless Students,All Students
2016-2017,5103690,STAUNTON CITY PBLC SCHS,Homeless Students Enrolled,61,Homeless Students,All Students
2016-2017,5103710,SUFFOLK CITY PBLC SCHS,Homeless Students Enrolled,175,Homeless Students,All Students
2016-2017,5103750,SURRY CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2016-2017,5103780,SUSSEX CO PBLC SCHS,Homeless Students Enrolled,15,Homeless Students,All Students
2016-2017,5103810,TAZEWELL CO PBLC SCHS,Homeless Students Enrolled,36,Homeless Students,All Students
2016-2017,5103840,VA BEACH CITY PBLC SCHS,Homeless Students Enrolled,886,Homeless Students,All Students
2016-2017,5103870,WARREN CO PBLC SCHS,Homeless Students Enrolled,61,Homeless Students,All Students
2016-2017,5103900,WASHINGTON CO PBLC SCHS,Homeless Students Enrolled,98,Homeless Students,All Students
2016-2017,5103930,WAYNESBORO CITY PBLC SCHS,Homeless Students Enrolled,86,Homeless Students,All Students
2016-2017,5103950,WEST POINT PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2016-2017,5103980,WESTMORELAND CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2016-2017,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,Homeless Students Enrolled,435,Homeless Students,All Students
2016-2017,5104050,WINCHESTER CITY PBLC SCHS,Homeless Students Enrolled,253,Homeless Students,All Students
2016-2017,5104080,WISE CO PBLC SCHS,Homeless Students Enrolled,247,Homeless Students,All Students
2016-2017,5104110,WYTHE CO PBLC SCHS,Homeless Students Enrolled,9,Homeless Students,All Students
2016-2017,5104150,YORK CO PBLC SCHS,Homeless Students Enrolled,125,Homeless Students,All Students
2017-2018,5100060,ACCOMACK CO PBLC SCHS,Homeless Students Enrolled,284,Homeless Students,All Students
2017-2018,5100090,ALBEMARLE CO PBLC SCHS,Homeless Students Enrolled,249,Homeless Students,All Students
2017-2018,5100120,ALEXANDRIA CITY PBLC SCHS,Homeless Students Enrolled,190,Homeless Students,All Students
2017-2018,5100152,ALLEGHANY CO PBLC SCHS,Homeless Students Enrolled,27,Homeless Students,All Students
2017-2018,5100180,AMELIA CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2017-2018,5100210,AMHERST CO PBLC SCHS,Homeless Students Enrolled,68,Homeless Students,All Students
2017-2018,5100240,APPOMATTOX CO PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2017-2018,5100270,ARLINGTON CO PBLC SCHS,Homeless Students Enrolled,212,Homeless Students,All Students
2017-2018,5100300,AUGUSTA CO PBLC SCHS,Homeless Students Enrolled,86,Homeless Students,All Students
2017-2018,5100330,BATH CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2017-2018,5100360,BEDFORD CO PBLC SCHS,Homeless Students Enrolled,66,Homeless Students,All Students
2017-2018,5100390,BLAND CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2017-2018,5100420,BOTETOURT CO PBLC SCHS,Homeless Students Enrolled,25,Homeless Students,All Students
2017-2018,5100450,BRISTOL CITY PBLC SCHS,Homeless Students Enrolled,106,Homeless Students,All Students
2017-2018,5100480,BRUNSWICK CO PBLC SCHS,Homeless Students Enrolled,5,Homeless Students,All Students
2017-2018,5100540,BUCKINGHAM CO PBLC SCHS,Homeless Students Enrolled,19,Homeless Students,All Students
2017-2018,5100560,BUENA VISTA CITY PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2017-2018,5100600,CAMPBELL CO PBLC SCHS,Homeless Students Enrolled,92,Homeless Students,All Students
2017-2018,5100660,CAROLINE CO PBLC SCHS,Homeless Students Enrolled,94,Homeless Students,All Students
2017-2018,5100690,CARROLL CO PBLC SCHS,Homeless Students Enrolled,58,Homeless Students,All Students
2017-2018,5100720,CHARLES CITY CO PBLC SCHS,Homeless Students Enrolled,23,Homeless Students,All Students
2017-2018,5100750,CHARLOTTE CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2017-2018,5100780,CHARLOTTESVILLE CTY PBLC SCHS,Homeless Students Enrolled,82,Homeless Students,All Students
2017-2018,5100810,CHESAPEAKE CITY PBLC SCHS,Homeless Students Enrolled,292,Homeless Students,All Students
2017-2018,5100840,CHESTERFIELD CO PBLC SCHS,Homeless Students Enrolled,885,Homeless Students,All Students
2017-2018,5100870,CLARKE CO PBLC SCHS,Homeless Students Enrolled,7,Homeless Students,All Students
2017-2018,5100930,COLONIAL BEACH PBLC SCHS,Homeless Students Enrolled,39,Homeless Students,All Students
2017-2018,5100960,COLONIAL HEIGHTS CITY PBLC SCHS,Homeless Students Enrolled,48,Homeless Students,All Students
2017-2018,5100990,COVINGTON CITY PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2017-2018,5101020,CRAIG CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2017-2018,5101050,CULPEPER CO PBLC SCHS,Homeless Students Enrolled,113,Homeless Students,All Students
2017-2018,5101080,CUMBERLAND CO PBLC SCHS,Homeless Students Enrolled,3,Homeless Students,All Students
2017-2018,5101110,DANVILLE CITY PBLC SCHS,Homeless Students Enrolled,88,Homeless Students,All Students
2017-2018,5101140,DICKENSON CO PBLC SCHS,Homeless Students Enrolled,S,Homeless Students,All Students
2017-2018,5101170,DINWIDDIE CO PBLC SCHS,Homeless Students Enrolled,13,Homeless Students,All Students
2017-2018,5101200,ESSEX CO PBLC SCHS,Homeless Students Enrolled,11,Homeless Students,All Students
2017-2018,5101260,FAIRFAX CO PBLC SCHS,Homeless Students Enrolled,2930,Homeless Students,All Students
2017-2018,5101290,FALLS CHURCH CITY PBLC SCHS,Homeless Students Enrolled,10,Homeless Students,All Students
2017-2018,5101320,FAUQUIER CO PBLC SCHS,Homeless Students Enrolled,273,Homeless Students,All Students
2017-2018,5101350,FLOYD CO PBLC SCHS,Homeless Students Enrolled,20,Homeless Students,All Students
